Order ID#,Date of Order,Order Status,Customer Name,Customer Address,City,Country
1469,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1470,2003-10-10T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
1471,2003-10-28T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
1472,2003-11-11T00:00:00Z,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France
1473,2003-11-18T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
1474,2003-12-01T00:00:00Z,Shipped,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA
1475,2004-01-15T00:00:00Z,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,France
1476,2004-02-20T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
1477,2004-04-05T00:00:00Z,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA
1478,2004-05-18T00:00:00Z,Shipped,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA
1479,2004-06-28T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
1480,2004-07-23T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1481,2004-08-27T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
1482,2004-09-30T00:00:00Z,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland
1483,2004-10-15T00:00:00Z,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway
1484,2004-11-02T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
1485,2004-11-15T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
1486,2004-11-23T00:00:00Z,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan
1487,2005-01-05T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
1488,2005-02-02T00:00:00Z,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia
1489,2005-03-03T00:00:00Z,Shipped,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
1490,2005-04-08T00:00:00Z,Shipped,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
1491,2005-05-13T00:00:00Z,Disputed,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1492,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1493,2003-05-20T00:00:00Z,Shipped,Atelier graphique,"54, rue Royale",Nantes,France
1494,2003-07-10T00:00:00Z,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,France
1495,2003-09-11T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
1496,2003-10-17T00:00:00Z,Shipped,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark
1497,2003-11-05T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
1498,2003-11-12T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
1499,2003-11-20T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
1500,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
1501,2004-01-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1502,2004-02-26T00:00:00Z,Shipped,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA
1503,2004-04-13T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
1504,2004-07-06T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
1505,2004-08-06T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
1506,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1507,2003-10-05T00:00:00Z,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
1508,2004-10-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1509,2004-11-04T00:00:00Z,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,USA
1510,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1511,2004-11-24T00:00:00Z,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,France
1512,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1513,2005-02-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1514,2005-04-22T00:00:00Z,On Hold,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
1515,2005-05-29T00:00:00Z,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
1516,2003-02-17T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
1517,2003-04-29T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
1518,2003-06-27T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1519,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1520,2003-10-28T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
1521,2004-01-12T00:00:00Z,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
1522,2004-02-20T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
1523,2004-04-02T00:00:00Z,Shipped,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada
1524,2004-05-11T00:00:00Z,Shipped,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
1525,2004-06-24T00:00:00Z,Cancelled,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1526,2004-07-23T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1527,2004-08-21T00:00:00Z,Shipped,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
1528,2004-09-16T00:00:00Z,Shipped,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland
1529,2004-10-15T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
1530,2004-11-01T00:00:00Z,Shipped,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK
1531,2004-11-12T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
1532,2004-11-23T00:00:00Z,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan
1533,2004-12-04T00:00:00Z,Shipped,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA
1534,2005-02-02T00:00:00Z,Shipped,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia
1535,2005-03-01T00:00:00Z,Resolved,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1536,2005-03-30T00:00:00Z,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,France
1537,2005-04-03T00:00:00Z,On Hold,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA
1538,2005-05-10T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
1539,2003-01-09T00:00:00Z,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany
1540,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1541,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
1542,2003-09-12T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
1543,2003-10-18T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
1544,2003-11-05T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
1545,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1546,2003-11-21T00:00:00Z,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia
1547,2003-12-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1548,2004-01-26T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
1549,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
1550,2004-04-26T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
1551,2004-08-17T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
1552,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1553,2004-10-11T00:00:00Z,Shipped,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France
1554,2004-10-21T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1555,2004-11-04T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
1556,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1557,2004-11-25T00:00:00Z,Shipped,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France
1558,2004-12-09T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
1559,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1560,2005-02-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1561,2005-03-09T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
1562,2005-04-23T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1563,2005-05-29T00:00:00Z,In Process,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
1564,2003-02-24T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
1565,2003-04-29T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
1566,2003-07-01T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
1567,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1568,2003-10-10T00:00:00Z,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway
1569,2003-10-28T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
1570,2003-11-11T00:00:00Z,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France
1571,2003-11-18T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
1572,2003-12-01T00:00:00Z,Shipped,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA
1573,2004-01-12T00:00:00Z,Shipped,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
1574,2004-02-20T00:00:00Z,Shipped,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia
1575,2004-04-03T00:00:00Z,Shipped,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA
1576,2004-05-11T00:00:00Z,Shipped,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
1577,2004-06-28T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
1578,2004-07-23T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1579,2004-08-27T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
1580,2004-09-16T00:00:00Z,Shipped,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland
1581,2004-10-15T00:00:00Z,Shipped,Mini Classics,3758 North Pendale Street,White Plains,USA
1582,2004-11-02T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
1583,2004-11-15T00:00:00Z,Shipped,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
1584,2004-11-24T00:00:00Z,Shipped,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain
1585,2005-01-06T00:00:00Z,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland
1586,2005-02-03T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1587,2005-03-03T00:00:00Z,Shipped,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
1588,2005-04-07T00:00:00Z,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,France
1589,2005-05-10T00:00:00Z,Shipped,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy
1590,2003-02-11T00:00:00Z,Shipped,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark
1591,2003-04-16T00:00:00Z,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
1592,2003-06-12T00:00:00Z,Shipped,"Stylish Desk Decors, Co.",35 King George,London,UK
1593,2003-08-08T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1594,2003-09-28T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1595,2003-10-23T00:00:00Z,Cancelled,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
1596,2003-11-07T00:00:00Z,Shipped,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain
1597,2003-11-14T00:00:00Z,Shipped,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA
1598,2003-11-26T00:00:00Z,Shipped,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain
1599,2004-01-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
1600,2004-02-18T00:00:00Z,Shipped,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium
1601,2004-03-20T00:00:00Z,Shipped,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK
1602,2004-05-07T00:00:00Z,Cancelled,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA
1603,2004-06-17T00:00:00Z,Shipped,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada
1604,2004-07-21T00:00:00Z,Shipped,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium
1605,2004-08-20T00:00:00Z,Shipped,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada
1606,2004-09-09T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
1607,2004-10-14T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1608,2004-10-29T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1609,2004-11-09T00:00:00Z,Shipped,"Volvo Model Replicas, Co",Berguvsvâ€žgen  8,Lule,Sweden
1610,2004-11-21T00:00:00Z,Shipped,Classic Legends Inc.,5905 Pompton St.,NYC,USA
1611,2004-12-02T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1612,2005-01-26T00:00:00Z,Shipped,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan
1613,2005-02-23T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
1614,2005-03-23T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1615,2005-05-06T00:00:00Z,On Hold,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA
1616,2003-01-09T00:00:00Z,Shipped,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany
1617,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1618,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
1619,2003-09-12T00:00:00Z,Shipped,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA
1620,2003-10-18T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
1621,2003-11-05T00:00:00Z,Shipped,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy
1622,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1623,2003-11-21T00:00:00Z,Shipped,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia
1624,2003-12-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1625,2004-01-26T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
1626,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
1627,2004-04-29T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1628,2004-06-04T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
1629,2004-08-17T00:00:00Z,Shipped,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy
1630,2004-09-03T00:00:00Z,Shipped,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway
1631,2004-10-11T00:00:00Z,Shipped,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France
1632,2004-10-21T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1633,2004-11-04T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
1634,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1635,2004-11-25T00:00:00Z,Shipped,Atelier graphique,"54, rue Royale",Nantes,France
1636,2004-12-09T00:00:00Z,Shipped,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France
1637,2005-01-12T00:00:00Z,Resolved,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1638,2005-02-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1639,2005-03-09T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
1640,2005-05-29T00:00:00Z,In Process,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1641,2003-01-29T00:00:00Z,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway
1642,2003-04-01T00:00:00Z,Shipped,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France
1643,2003-05-28T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
1644,2003-07-24T00:00:00Z,Shipped,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA
1645,2003-09-21T00:00:00Z,Shipped,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland
1646,2003-10-22T00:00:00Z,Shipped,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
1647,2003-11-06T00:00:00Z,Shipped,"Stylish Desk Decors, Co.",35 King George,London,UK
1648,2003-11-14T00:00:00Z,Shipped,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain
1649,2003-11-25T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
1650,2003-12-09T00:00:00Z,Shipped,Diecast Collectables,6251 Ingle Ln.,Boston,USA
1651,2004-02-04T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1652,2004-03-11T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1653,2004-05-05T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1654,2004-06-15T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1655,2004-07-20T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1656,2004-08-19T00:00:00Z,Shipped,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA
1657,2004-09-08T00:00:00Z,Shipped,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden
1658,2004-10-13T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
1659,2004-10-22T00:00:00Z,Shipped,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada
1660,2004-11-05T00:00:00Z,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA
1661,2004-11-19T00:00:00Z,On Hold,"Volvo Model Replicas, Co",Berguvsvâ€žgen  8,Lule,Sweden
1662,2004-11-01T00:00:00Z,Shipped,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain
1663,2004-12-10T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1664,2005-01-23T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1665,2005-02-17T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1666,2005-05-03T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1667,2005-05-31T00:00:00Z,In Process,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1668,2003-03-03T00:00:00Z,Shipped,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
1669,2003-05-07T00:00:00Z,Shipped,Reims Collectables,59 rue de l'Abbaye,Reims,France
1670,2003-07-02T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1671,2003-08-25T00:00:00Z,Shipped,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA
1672,2003-10-10T00:00:00Z,Shipped,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA
1673,2003-11-04T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
1674,2003-11-11T00:00:00Z,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France
1675,2003-11-19T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1676,2004-01-15T00:00:00Z,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,France
1677,2004-02-21T00:00:00Z,Shipped,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France
1678,2004-04-05T00:00:00Z,Shipped,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA
1679,2004-05-26T00:00:00Z,Shipped,Auto Canal Petit,"25, rue Lauriston",Paris,France
1680,2004-06-30T00:00:00Z,Shipped,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA
1681,2004-08-02T00:00:00Z,Shipped,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA
1682,2004-08-27T00:00:00Z,Shipped,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA
1683,2004-09-30T00:00:00Z,Shipped,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland
1684,2004-10-15T00:00:00Z,Shipped,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway
1685,2004-11-03T00:00:00Z,Shipped,Microscale Inc.,5290 North Pendale Street,NYC,USA
1686,2004-11-16T00:00:00Z,Shipped,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
1687,2004-11-24T00:00:00Z,Shipped,Salzburg Collectables,Geislweg 14,Salzburg,Austria
1688,2004-12-07T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1689,2005-01-06T00:00:00Z,Shipped,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland
1690,2005-02-03T00:00:00Z,Shipped,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France
1691,2005-03-04T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1692,2005-04-08T00:00:00Z,Shipped,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
1693,2003-03-18T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1694,2003-05-21T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
1695,2003-09-11T00:00:00Z,Shipped,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia
1696,2003-10-17T00:00:00Z,Shipped,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark
1697,2003-11-05T00:00:00Z,Shipped,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA
1698,2003-11-12T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1699,2003-11-20T00:00:00Z,Shipped,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA
1700,2003-12-02T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
1701,2004-01-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1702,2004-03-02T00:00:00Z,Shipped,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France
1703,2004-04-13T00:00:00Z,Shipped,Mini Caravy,"24, place Kluber",Strasbourg,France
1704,2004-07-07T00:00:00Z,Shipped,Muscle Machine Inc,4092 Furth Circle,NYC,USA
1705,2004-08-09T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1706,2004-09-01T00:00:00Z,Shipped,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore
1707,2003-10-06T00:00:00Z,Shipped,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK
1708,2004-10-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1709,2004-11-04T00:00:00Z,Shipped,FunGiftIdeas.com,1785 First Street,New Bedford,USA
1710,2004-11-17T00:00:00Z,Shipped,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK
1711,2004-11-29T00:00:00Z,Shipped,Signal Gift Stores,8489 Strong St.,Las Vegas,USA
1712,2005-01-19T00:00:00Z,Shipped,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA
1713,2005-02-16T00:00:00Z,Shipped,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain
1714,2005-04-22T00:00:00Z,On Hold,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA
